# name: golden gate tides and weather
# source: https://tidesandcurrents.noaa.gov/
# importDate: 4/9/2024&comma; 10:50 AM
# description: July 2023 tides at the Golden Gate in San Francisco&comma; CA&comma; USA.&NewLine;&NewLine;We also added some weather data&comma; which lets you ask other interesting questions.
# attribute -- name: when, type: date, editable: true
# attribute -- name: Predicted, description: predicted height of the water, unit: ft, editable: true
# attribute -- name: Verified, description: Acutal&comma; verified water height, unit: ft, precision: 4, editable: true
# attribute -- name: Time, description: Local time (Pacific daylight&comma; GMT – 7), editable: true
# attribute -- name: Wind Speed, unit: kt, editable: true
# attribute -- name: Wind Dir, description: North is 0&comma; FROM the west is 270., unit: deg, editable: true
# attribute -- name: Wind Gust, unit: kt, editable: true
# attribute -- name: Air Temp, unit: °F, editable: true
# attribute -- name: Baro, description: Barometric pressure. Standard at sea level is 1013., unit: mb, editable: true
when,Predicted,Verified,Time,Wind Speed,Wind Dir,Wind Gust,Air Temp,Baro
"7/11/2023, 12:00 PM",2.063,2.43,12:00,7.78,275,14.58,56.1,1015.6
"7/11/2023, 1:00 PM",1.99,2.37,13:00,8.94,245,16.72,58.3,1015.2
"7/11/2023, 2:00 PM",2.319,2.69,14:00,7.78,230,14.38,57.2,1015
"7/11/2023, 3:00 PM",3.017,3.26,15:00,14.38,236,20.8,56.8,1014.4
"7/11/2023, 4:00 PM",3.94,4.07,16:00,14,235,21.58,55.2,1014.2
"7/11/2023, 5:00 PM",4.889,4.97,17:00,16.33,231,24.49,54.3,1013.9
"7/11/2023, 6:00 PM",5.696,5.78,18:00,12.44,238,21.38,53.8,1013.6
"7/11/2023, 7:00 PM",6.188,6.27,19:00,15.16,243,21.38,53.2,1013.4
"7/11/2023, 8:00 PM",6.187,6.32,20:00,16.13,230,22.35,53.2,1013.5
"7/11/2023, 9:00 PM",5.613,5.77,21:00,9.72,236,19.63,54.3,1013.7
"7/11/2023, 10:00 PM",4.549,4.76,22:00,7.58,236,18.08,53.8,1014.3
"7/11/2023, 11:00 PM",3.218,3.42,23:00,3.89,242,9.91,54,1014.8
"7/12/2023, 12:00 AM",1.929,2.05,00:00,3.3,168,8.55,53.6,1014.8
"7/12/2023, 1:00 AM",0.947,1.19,01:00,4.08,222,9.91,53.1,1015
"7/12/2023, 2:00 AM",0.413,0.73,02:00,7.19,233,11.08,53.1,1015
"7/12/2023, 3:00 AM",0.362,0.69,03:00,5.25,204,9.33,53.1,1014.9
"7/12/2023, 4:00 AM",0.728,1.1,04:00,5.83,189,8.55,52.5,1015.1
"7/12/2023, 5:00 AM",1.366,1.74,05:00,6.41,211,11.27,52.3,1015.1
"7/12/2023, 6:00 AM",2.148,2.48,06:00,4.47,201,9.52,52.3,1015.7
"7/12/2023, 7:00 AM",2.958,3.26,07:00,2.72,186,8.55,52.5,1016.2
"7/12/2023, 8:00 AM",3.617,3.88,08:00,5.25,216,11.27,52.5,1016.6
"7/12/2023, 9:00 AM",3.953,4.22,09:00,6.22,241,10.11,52.9,1016.8
"7/12/2023, 10:00 AM",3.894,4.25,10:00,3.69,225,13.61,53.4,1016.6
"7/12/2023, 11:00 AM",3.511,3.94,11:00,8.36,235,12.25,54.1,1016.8
"7/12/2023, 12:00 PM",3.007,3.46,12:00,9.33,219,14.19,55.6,1016.6
"7/12/2023, 1:00 PM",2.634,3.03,13:00,7.78,224,14.38,56.1,1016.5
"7/12/2023, 2:00 PM",2.57,2.87,14:00,8.94,225,16.52,55.9,1016.1
"7/12/2023, 3:00 PM",2.888,3.15,15:00,10.69,230,18.86,56.5,1015.6
"7/12/2023, 4:00 PM",3.552,3.66,16:00,14.97,248,21.77,55.4,1015.4
"7/12/2023, 5:00 PM",4.409,4.49,17:00,10.69,256,17.3,55,1015.7
"7/12/2023, 6:00 PM",5.268,5.3,18:00,12.63,246,19.63,54.7,1015.1
"7/12/2023, 7:00 PM",5.971,5.99,19:00,12.25,238,18.47,54.5,1014.9
"7/12/2023, 8:00 PM",6.344,6.44,20:00,10.5,244,15.94,54.1,1015.1
"7/12/2023, 9:00 PM",6.205,6.32,21:00,4.08,227,9.52,54.3,1015.3
"7/12/2023, 10:00 PM",5.486,5.75,22:00,5.05,199,10.3,55,1015.6
"7/12/2023, 11:00 PM",4.282,4.53,23:00,4.86,203,8.55,55,1015.8
"7/13/2023, 12:00 AM",2.836,2.97,00:00,3.11,202,8.16,55,1015.8
"7/13/2023, 1:00 AM",1.477,1.74,01:00,6.03,212,10.89,54.5,1015.8
"7/13/2023, 2:00 AM",0.473,0.78,02:00,4.08,181,7.78,53.6,1015.5
"7/13/2023, 3:00 AM",-0.044,0.26,03:00,4.28,185,9.91,52.9,1015.5
"7/13/2023, 4:00 AM",-0.049,0.24,04:00,5.64,222,8.94,52.5,1015.4
"7/13/2023, 5:00 AM",0.373,0.68,05:00,4.28,197,6.22,52.5,1015.6
"7/13/2023, 6:00 AM",1.083,1.39,06:00,6.8,218,9.91,52.2,1015.8
"7/13/2023, 7:00 AM",1.971,2.28,07:00,3.11,224,7,52,1016.2
"7/13/2023, 8:00 AM",2.918,3.16,08:00,4.86,232,7.78,52,1016.4
"7/13/2023, 9:00 AM",3.723,3.94,09:00,4.28,236,10.69,52.7,1016.7
"7/13/2023, 10:00 AM",4.186,4.41,10:00,4.86,230,12.83,53.8,1016.7
"7/13/2023, 11:00 AM",4.218,4.49,11:00,7.39,243,12.05,54.1,1016.7
"7/13/2023, 12:00 PM",3.884,4.27,12:00,4.08,219,11.08,55.6,1016.5
"7/13/2023, 1:00 PM",3.402,3.92,13:00,11.08,234,20.99,57.6,1015.9
"7/13/2023, 2:00 PM",3.041,3.47,14:00,5.44,218,13.22,58.3,1015.7
"7/13/2023, 3:00 PM",2.983,3.27,15:00,14,244,22.74,58.3,1015.1
"7/13/2023, 4:00 PM",3.301,3.48,16:00,13.02,237,24.1,59.7,1014.8
"7/13/2023, 5:00 PM",3.947,3.95,17:00,15.94,237,22.74,58.8,1014.4
"7/13/2023, 6:00 PM",4.754,4.72,18:00,12.44,234,20.22,59.2,1014.2
"7/13/2023, 7:00 PM",5.54,5.45,19:00,13.02,235,17.49,58.3,1014.2
"7/13/2023, 8:00 PM",6.151,6.14,20:00,12.25,237,17.3,56.8,1014.4
"7/13/2023, 9:00 PM",6.402,6.47,21:00,10.11,234,15.94,55,1014.7
"7/13/2023, 10:00 PM",6.115,6.31,22:00,8.94,238,19.24,54.1,1014.9
"7/13/2023, 11:00 PM",5.239,5.52,23:00,6.61,230,11.27,53.6,1015.1
"7/14/2023, 12:00 AM",3.897,4.17,00:00,5.44,220,11.08,53.6,1014.9
"7/14/2023, 1:00 AM",2.37,2.59,01:00,1.94,180,10.69,53.6,1014.9
"7/14/2023, 2:00 AM",1.001,1.3,02:00,4.28,216,10.5,53.4,1014.8
"7/14/2023, 3:00 AM",0.048,0.4,03:00,2.72,179,10.89,52.7,1014.8
"7/14/2023, 4:00 AM",-0.377,-0.15,04:00,5.44,223,8.16,52.5,1014.7
"7/14/2023, 5:00 AM",-0.279,-0.07,05:00,2.92,236,7.39,52.5,1014.7
"7/14/2023, 6:00 AM",0.242,0.5,06:00,4.08,223,9.52,52.3,1014.6
"7/14/2023, 7:00 AM",1.049,1.29,07:00,3.5,225,8.55,52.7,1015
"7/14/2023, 8:00 AM",2.044,2.42,08:00,4.67,246,6.03,53.1,1015
"7/14/2023, 9:00 AM",3.093,3.38,09:00,4.08,155,6.61,54.3,1015.3
"7/14/2023, 10:00 AM",3.97,4.2,10:00,6.61,226,9.33,56.1,1015.3
"7/14/2023, 11:00 AM",4.46,4.6,11:00,7.58,220,13.02,57.9,1015
"7/14/2023, 12:00 PM",4.48,4.82,12:00,7.97,256,12.05,55.8,1014.9
"7/14/2023, 1:00 PM",4.118,4.54,13:00,7.78,238,15.75,56.7,1014.4
"7/14/2023, 2:00 PM",3.623,4.16,14:00,12.83,225,19.44,55.6,1014.1
"7/14/2023, 3:00 PM",3.27,3.67,15:00,13.41,226,23.71,57,1013.4
"7/14/2023, 4:00 PM",3.237,3.54,16:00,12.83,233,21.58,57.6,1012.9
"7/14/2023, 5:00 PM",3.581,3.77,17:00,16.33,234,25.46,56.5,1012.3
"7/14/2023, 6:00 PM",4.231,4.23,18:00,15.16,234,23.91,55.4,1012
"7/14/2023, 7:00 PM",5.008,5.01,19:00,13.61,242,23.52,54.5,1012.1
"7/14/2023, 8:00 PM",5.735,5.75,20:00,13.8,239,22.16,54.3,1012.1
"7/14/2023, 9:00 PM",6.254,6.4,21:00,9.72,237,20.41,53.8,1012.5
"7/14/2023, 10:00 PM",6.369,6.55,22:00,7.58,232,14.38,53.6,1012.9
"7/14/2023, 11:00 PM",5.914,6.2,23:00,4.86,233,19.44,53.8,1013
"7/15/2023, 12:00 AM",4.872,5.21,00:00,2.92,148,9.14,53.8,1012.9
"7/15/2023, 1:00 AM",3.412,3.64,01:00,1.56,231,9.33,53.8,1012.7
"7/15/2023, 2:00 AM",1.852,2.07,02:00,1.56,49,7.58,53.8,1012.7
"7/15/2023, 3:00 AM",0.543,0.9,03:00,5.05,204,11.47,53.4,1012.5
"7/15/2023, 4:00 AM",-0.287,-0.04,04:00,5.83,188,11.47,53.4,1012.6
"7/15/2023, 5:00 AM",-0.562,-0.35,05:00,1.94,182,6.8,53.4,1012.6
"7/15/2023, 6:00 AM",-0.318,-0.15,06:00,5.44,206,8.16,53.6,1012.7
"7/15/2023, 7:00 AM",0.324,0.57,07:00,5.64,213,10.3,53.4,1012.9
"7/15/2023, 8:00 AM",1.234,1.51,08:00,4.86,217,9.33,53.6,1013
"7/15/2023, 9:00 AM",2.313,2.61,09:00,6.03,207,9.72,54,1013.3
"7/15/2023, 10:00 AM",3.405,3.66,10:00,5.25,224,8.55,55.8,1013.1
"7/15/2023, 11:00 AM",4.263,4.42,11:00,5.64,263,10.69,55.6,1012.9
"7/15/2023, 12:00 PM",4.684,4.87,12:00,9.72,280,13.02,56.8,1012.7
"7/15/2023, 1:00 PM",4.612,4.9,13:00,9.72,251,14.38,56.8,1012.6
"7/15/2023, 2:00 PM",4.181,4.59,14:00,7.78,229,12.83,57.7,1012.2
"7/15/2023, 3:00 PM",3.67,4.14,15:00,10.3,230,20.02,56.8,1011.7
"7/15/2023, 4:00 PM",3.349,3.76,16:00,14.19,228,21.97,57.6,1010.8
"7/15/2023, 5:00 PM",3.373,3.64,17:00,12.44,225,22.16,57.6,1010.1
"7/15/2023, 6:00 PM",3.772,3.93,18:00,11.66,221,18.66,56.8,1009.8
"7/15/2023, 7:00 PM",4.446,4.59,19:00,14.77,225,21.19,54.5,1009.5
"7/15/2023, 8:00 PM",5.208,5.22,20:00,3.3,164,10.69,54,1010
"7/15/2023, 9:00 PM",5.879,5.99,21:00,2.92,358,9.52,53.2,1010.2
"7/15/2023, 10:00 PM",6.293,6.48,22:00,1.75,126,5.25,52.9,1010.7
"7/15/2023, 11:00 PM",6.248,6.54,23:00,6.61,216,10.3,52.7,1011.2
"7/16/2023, 12:00 AM",5.604,5.97,00:00,6.8,234,10.5,52.7,1011
"7/16/2023, 1:00 AM",4.398,4.76,01:00,5.25,223,12.63,53.4,1010.5
"7/16/2023, 2:00 AM",2.852,3.07,02:00,3.3,232,10.5,53.1,1010.5
"7/16/2023, 3:00 AM",1.32,1.61,03:00,6.03,224,9.72,53.2,1010.2
"7/16/2023, 4:00 AM",0.139,0.55,04:00,3.11,236,5.05,53.6,1009.8
"7/16/2023, 5:00 AM",-0.509,-0.22,05:00,8.16,233,12.05,52.2,1010
"7/16/2023, 6:00 AM",-0.594,-0.38,06:00,2.14,234,7.78,52.9,1009.8
"7/16/2023, 7:00 AM",-0.183,0.05,07:00,6.41,233,11.47,53.1,1010
"7/16/2023, 8:00 AM",0.586,0.86,08:00,5.83,257,8.36,54,1010.4
"7/16/2023, 9:00 AM",1.585,1.96,09:00,7.78,242,9.72,54.5,1010.9
"7/16/2023, 10:00 AM",2.708,3.1,10:00,6.8,239,12.44,56.7,1011
"7/16/2023, 11:00 AM",3.77,4.1,11:00,4.47,268,10.3,57.2,1011.1
"7/16/2023, 12:00 PM",4.523,4.75,12:00,4.47,248,12.63,57,1011.2
"7/16/2023, 1:00 PM",4.796,5.04,13:00,13.41,230,18.86,57.7,1011.2
"7/16/2023, 2:00 PM",4.589,4.92,14:00,9.52,238,15.75,58.3,1011.3
"7/16/2023, 3:00 PM",4.086,4.54,15:00,9.52,224,16.13,58.1,1010.9
"7/16/2023, 4:00 PM",3.584,4,16:00,4.08,240,9.91,56.7,1010.5
"7/16/2023, 5:00 PM",3.332,3.68,17:00,2.14,299,11.66,56.3,1010.2
"7/16/2023, 6:00 PM",3.445,3.7,18:00,2.53,28,8.94,57.4,1010.2
"7/16/2023, 7:00 PM",3.92,4.18,19:00,9.91,233,18.47,56.3,1010.1
"7/16/2023, 8:00 PM",4.63,4.82,20:00,5.05,236,13.02,56.1,1010.4
"7/16/2023, 9:00 PM",5.377,5.61,21:00,5.05,217,9.14,56.1,1010.6
"7/16/2023, 10:00 PM",5.981,6.32,22:00,5.25,220,10.3,56.5,1011.4
"7/16/2023, 11:00 PM",6.264,6.67,23:00,8.75,262,11.86,57,1011.7
"7/17/2023, 12:00 AM",6.03,6.47,00:00,7.97,251,13.22,57,1011.7
"7/17/2023, 1:00 AM",5.185,5.69,01:00,8.55,237,14,56.8,1011.4
"7/17/2023, 2:00 AM",3.833,4.26,02:00,4.86,233,13.22,56.5,1011.2
"7/17/2023, 3:00 AM",2.253,2.58,03:00,6.03,225,14,56.3,1010.9
"7/17/2023, 4:00 AM",0.814,1.29,04:00,6.8,232,11.47,56.1,1010.8
"7/17/2023, 5:00 AM",-0.18,0.29,05:00,5.44,258,7.97,55.6,1010.7
"7/17/2023, 6:00 AM",-0.607,-0.17,06:00,2.53,261,7,55.8,1010.7
"7/17/2023, 7:00 AM",-0.48,-0.17,07:00,5.83,236,10.11,56.3,1010.9
"7/17/2023, 8:00 AM",0.102,0.45,08:00,5.44,230,11.47,57,1011.1
"7/17/2023, 9:00 AM",0.99,1.34,09:00,7.58,239,12.05,58.1,1011.9
"7/17/2023, 10:00 AM",2.051,2.49,10:00,6.61,233,11.08,59.7,1011.9
"7/17/2023, 11:00 AM",3.163,3.55,11:00,4.86,239,8.16,59.5,1012.2
"7/17/2023, 12:00 PM",4.123,4.52,12:00,5.05,263,12.05,59.4,1011.9
"7/17/2023, 1:00 PM",4.7,4.99,13:00,8.55,226,14.58,60.1,1011.9
"7/17/2023, 2:00 PM",4.778,5.1,14:00,10.89,244,14.97,60.8,1011.8
"7/17/2023, 3:00 PM",4.426,4.84,15:00,12.83,235,22.74,60.3,1011.3
"7/17/2023, 4:00 PM",3.876,4.35,16:00,9.52,255,14.19,59.9,1011.1
"7/17/2023, 5:00 PM",3.423,3.83,17:00,7.19,257,17.3,59.5,1011.4
"7/17/2023, 6:00 PM",3.273,3.59,18:00,8.36,235,15.94,59.5,1010.7
"7/17/2023, 7:00 PM",3.497,3.84,19:00,9.33,221,15.75,58.5,1010.8
"7/17/2023, 8:00 PM",4.056,4.3,20:00,6.22,223,16.91,57.4,1010.9
"7/17/2023, 9:00 PM",4.797,5.08,21:00,11.27,227,18.08,56.8,1011.2
"7/17/2023, 10:00 PM",5.514,5.82,22:00,8.75,234,15.55,57.2,1011.6
"7/17/2023, 11:00 PM",6.024,6.39,23:00,10.11,236,15.75,56.8,1011.9
"7/18/2023, 12:00 AM",6.143,6.59,00:00,8.75,224,15.16,56.5,1012.1
"7/18/2023, 1:00 AM",5.697,6.23,01:00,5.44,229,11.47,56.1,1012.1
"7/18/2023, 2:00 AM",4.659,5.14,02:00,6.41,235,10.5,55.9,1012.1
"7/18/2023, 3:00 AM",3.203,3.57,03:00,7.58,234,14.58,55.4,1011.6
"7/18/2023, 4:00 AM",1.654,2.02,04:00,13.61,243,20.8,55,1011.8
"7/18/2023, 5:00 AM",0.377,0.84,05:00,1.94,155,12.05,54.5,1012.1
"7/18/2023, 6:00 AM",-0.384,0.07,06:00,7.97,233,13.02,54.3,1012.3
"7/18/2023, 7:00 AM",-0.565,-0.26,07:00,8.55,209,12.44,54.7,1012.7
"7/18/2023, 8:00 AM",-0.224,0.09,08:00,8.36,241,15.36,53.8,1013.4
"7/18/2023, 9:00 AM",0.52,0.79,09:00,7.78,213,12.63,53.6,1014
"7/18/2023, 10:00 AM",1.504,1.88,10:00,5.64,229,17.69,54.1,1014.1
"7/18/2023, 11:00 AM",2.588,2.93,11:00,6.8,252,13.22,55.4,1014.4
"7/18/2023, 12:00 PM",3.63,3.96,12:00,4.28,241,9.14,55.8,1014.6
"7/18/2023, 1:00 PM",4.422,4.71,13:00,9.91,235,15.94,56.3,1014.6
"7/18/2023, 2:00 PM",4.772,5.01,14:00,11.27,231,16.72,55.8,1014.6
"7/18/2023, 3:00 PM",4.643,4.94,15:00,8.75,230,15.94,56.1,1014.4
"7/18/2023, 4:00 PM",4.168,4.51,16:00,10.5,240,19.05,56.7,1013.6
"7/18/2023, 5:00 PM",3.611,3.97,17:00,14.38,236,22.55,55.6,1013.4
"7/18/2023, 6:00 PM",3.244,3.55,18:00,11.08,250,17.69,55.2,1013.3
"7/18/2023, 7:00 PM",3.218,3.44,19:00,9.33,234,19.24,54.9,1013.3
"7/18/2023, 8:00 PM",3.555,3.77,20:00,7.78,230,13.02,55,1013.6
"7/18/2023, 9:00 PM",4.186,4.4,21:00,8.16,234,14.38,55,1013.8
"7/18/2023, 10:00 PM",4.935,5.15,22:00,7.19,247,13.41,55.2,1014.5
"7/18/2023, 11:00 PM",5.592,5.84,23:00,5.64,222,12.83,54.7,1014.9
"7/19/2023, 12:00 AM",5.972,6.2,00:00,3.3,234,12.83,54.3,1015.1
"7/19/2023, 1:00 AM",5.898,6.24,01:00,6.22,202,10.5,54.1,1014.9
"7/19/2023, 2:00 AM",5.239,5.61,02:00,6.03,189,10.69,54.1,1014.8
"7/19/2023, 3:00 AM",4.043,4.38,03:00,6.41,207,10.69,54,1014.7
"7/19/2023, 4:00 AM",2.551,2.81,04:00,3.69,196,9.14,53.8,1014.7
"7/19/2023, 5:00 AM",1.112,1.47,05:00,3.89,218,6.8,53.6,1014.6
"7/19/2023, 6:00 AM",0.057,0.47,06:00,7.19,220,10.5,53.4,1015
"7/19/2023, 7:00 AM",-0.437,-0.07,07:00,2.72,220,7.19,53.4,1015.4
"7/19/2023, 8:00 AM",-0.368,-0.07,08:00,4.28,185,8.36,53.4,1015.8
"7/19/2023, 9:00 AM",0.178,0.4,09:00,7.19,222,13.22,54.1,1016.4
"7/19/2023, 10:00 AM",1.059,1.32,10:00,5.44,208,10.89,54.7,1016.7
"7/19/2023, 11:00 AM",2.102,2.39,11:00,5.64,248,11.08,54.9,1016.9
"7/19/2023, 12:00 PM",3.158,3.43,12:00,5.25,221,13.41,55.2,1016.9
"7/19/2023, 1:00 PM",4.071,4.33,13:00,7.19,243,11.27,56.1,1016.9
"7/19/2023, 2:00 PM",4.643,4.88,14:00,7.39,250,15.16,56.7,1016.7
"7/19/2023, 3:00 PM",4.747,4.94,15:00,5.05,255,12.83,57,1016.3
"7/19/2023, 4:00 PM",4.423,4.71,16:00,6.03,242,13.22,56.3,1015.8
"7/19/2023, 5:00 PM",3.865,4.23,17:00,9.14,223,17.88,55.2,1015.7
"7/19/2023, 6:00 PM",3.342,3.66,18:00,11.08,237,17.49,55.4,1015.4
"7/19/2023, 7:00 PM",3.084,3.31,19:00,6.22,243,14.97,54.5,1015.5
"7/19/2023, 8:00 PM",3.181,3.42,20:00,5.05,237,10.3,54.1,1015.4
"7/19/2023, 9:00 PM",3.614,3.87,21:00,3.11,212,11.86,54.1,1015.8
"7/19/2023, 10:00 PM",4.286,4.55,22:00,3.69,216,11.66,54.1,1016.2
"7/19/2023, 11:00 PM",5.007,5.2,23:00,7.97,194,11.47,54.7,1016.3
"7/20/2023, 12:00 AM",5.566,5.8,00:00,5.05,226,11.27,54.7,1016.3
"7/20/2023, 1:00 AM",5.786,6.07,01:00,4.28,189,7.39,54.5,1016.4
"7/20/2023, 2:00 AM",5.511,5.81,02:00,4.67,206,6.61,54.3,1016
"7/20/2023, 3:00 AM",4.67,4.98,03:00,3.3,225,9.14,54.1,1015.9
"7/20/2023, 4:00 AM",3.386,3.65,04:00,5.05,234,9.33,54,1015.7
"7/20/2023, 5:00 AM",1.947,2.17,05:00,7,189,8.75,53.6,1015.7
"7/20/2023, 6:00 AM",0.696,1,06:00,1.94,188,4.67,52.9,1016.2
"7/20/2023, 7:00 AM",-0.089,0.29,07:00,1.17,220,7.97,52.7,1016.7
"7/20/2023, 8:00 AM",-0.304,0.01,08:00,3.5,194,7.58,53.1,1016.9
"7/20/2023, 9:00 AM",0.003,0.27,09:00,3.3,199,9.14,54,1016.8
"7/20/2023, 10:00 AM",0.723,0.97,10:00,8.75,228,11.66,56.1,1016.9
"7/20/2023, 11:00 AM",1.702,1.89,11:00,7.97,227,16.13,57.4,1017
"7/20/2023, 12:00 PM",2.755,3.02,12:00,8.16,255,11.27,59.4,1016.8
"7/20/2023, 1:00 PM",3.726,3.97,13:00,6.61,241,13.41,57.2,1016.5
"7/20/2023, 2:00 PM",4.456,4.74,14:00,8.36,210,17.69,57.9,1016.1
"7/20/2023, 3:00 PM",4.779,4.98,15:00,10.5,229,18.47,57.2,1015.8
"7/20/2023, 4:00 PM",4.641,4.96,16:00,12.44,227,20.41,58.5,1015.3
"7/20/2023, 5:00 PM",4.159,4.52,17:00,11.27,231,20.22,59.4,1015.1
"7/20/2023, 6:00 PM",3.559,3.94,18:00,15.36,234,22.94,58.6,1014.3
"7/20/2023, 7:00 PM",3.099,3.48,19:00,12.63,226,23.33,58.3,1014.2
"7/20/2023, 8:00 PM",2.951,3.26,20:00,10.3,226,13.8,57.2,1014.4
"7/20/2023, 9:00 PM",3.148,3.44,21:00,6.03,213,12.44,56.3,1014.3
"7/20/2023, 10:00 PM",3.642,3.97,22:00,9.14,211,14.58,55.9,1014.7
"7/20/2023, 11:00 PM",4.315,4.6,23:00,6.03,226,10.11,55.8,1014.7
"7/21/2023, 12:00 AM",4.967,5.2,00:00,5.64,241,7.78,55.2,1014.5
"7/21/2023, 1:00 AM",5.398,5.61,01:00,3.11,200,9.72,54.9,1014.3
"7/21/2023, 2:00 AM",5.449,5.78,02:00,3.11,213,5.44,54.5,1014.1
"7/21/2023, 3:00 AM",5,5.38,03:00,5.64,221,8.36,54.1,1013.5
"7/21/2023, 4:00 AM",4.045,4.44,04:00,3.3,218,5.64,53.8,1013.3
"7/21/2023, 5:00 AM",2.769,3.12,05:00,1.75,229,7.19,53.6,1013.3
"7/21/2023, 6:00 AM",1.476,1.84,06:00,5.25,216,9.91,53.2,1013.8
"7/21/2023, 7:00 AM",0.479,0.97,07:00,6.8,227,9.91,52.9,1014.1
"7/21/2023, 8:00 AM",-0.012,0.46,08:00,5.05,209,7.97,53.4,1014.2
"7/21/2023, 9:00 AM",0.037,0.51,09:00,7,238,10.3,54.7,1014.5
"7/21/2023, 10:00 AM",0.545,0.99,10:00,6.03,216,13.61,55.6,1014.5
"7/21/2023, 11:00 AM",1.394,1.73,11:00,6.03,229,11.08,55.6,1014.3
"7/21/2023, 12:00 PM",2.415,2.73,12:00,9.14,231,14,57,1014.2
"7/21/2023, 1:00 PM",3.42,3.76,13:00,7.78,226,15.55,56.8,1014.3
"7/21/2023, 2:00 PM",4.252,4.62,14:00,5.05,222,18.47,57.2,1013.7
"7/21/2023, 3:00 PM",4.762,5.11,15:00,14.97,229,21.58,56.8,1013
"7/21/2023, 4:00 PM",4.831,5.22,16:00,6.61,227,17.3,59.5,1012.7
"7/21/2023, 5:00 PM",4.48,4.91,17:00,7.19,235,16.52,59.2,1012.1
"7/21/2023, 6:00 PM",3.88,4.38,18:00,5.25,244,11.27,59.2,1011.7
"7/21/2023, 7:00 PM",3.272,3.78,19:00,7.39,227,14.19,58.5,1011.4
"7/21/2023, 8:00 PM",2.88,3.27,20:00,5.83,193,12.63,57.2,1011.6
"7/21/2023, 9:00 PM",2.821,3.26,21:00,4.08,189,10.89,55.8,1011.6
"7/21/2023, 10:00 PM",3.082,3.45,22:00,4.47,218,9.72,55.6,1012
"7/21/2023, 11:00 PM",3.595,3.95,23:00,6.61,208,11.27,55.8,1011.7
"7/22/2023, 12:00 AM",4.228,4.62,00:00,5.83,225,10.5,55.4,1011.5
"7/22/2023, 1:00 AM",4.783,5.07,01:00,6.22,233,9.33,55,1011.5
"7/22/2023, 2:00 AM",5.079,5.43,02:00,4.28,210,9.91,54.3,1011.2
"7/22/2023, 3:00 AM",4.986,5.37,03:00,7.19,212,12.05,53.8,1011
"7/22/2023, 4:00 AM",4.428,4.9,04:00,4.47,218,12.05,54.1,1010.6
"7/22/2023, 5:00 AM",3.456,3.91,05:00,6.03,216,10.5,53.8,1010.4
"7/22/2023, 6:00 AM",2.291,2.72,06:00,6.41,228,10.69,53.8,1011
"7/22/2023, 7:00 AM",1.224,1.64,07:00,7.19,223,11.27,54.5,1011.4
"7/22/2023, 8:00 AM",0.515,1.02,08:00,6.61,209,9.91,56.1,1011.6
"7/22/2023, 9:00 AM",0.304,0.77,09:00,7.58,252,10.69,56.7,1011.7
"7/22/2023, 10:00 AM",0.574,1.15,10:00,7.19,261,11.66,57.2,1011.5
"7/22/2023, 11:00 AM",1.228,1.66,11:00,6.8,249,13.22,58.1,1011.4
"7/22/2023, 12:00 PM",2.144,2.6,12:00,7.19,242,13.02,59,1011.3
"7/22/2023, 1:00 PM",3.147,3.54,13:00,11.86,225,17.11,58.8,1010.8
"7/22/2023, 2:00 PM",4.049,4.43,14:00,11.27,221,19.63,60.1,1010.7
"7/22/2023, 3:00 PM",4.702,5.11,15:00,11.86,224,19.83,60.4,1010.5
"7/22/2023, 4:00 PM",4.979,5.4,16:00,11.86,225,21.77,59.9,1009.8
"7/22/2023, 5:00 PM",4.813,5.29,17:00,14,226,20.6,59.4,1009.3
"7/22/2023, 6:00 PM",4.286,4.81,18:00,13.61,235,21.38,59.5,1008.8
"7/22/2023, 7:00 PM",3.603,4.14,19:00,8.16,230,16.13,59.2,1008.9
"7/22/2023, 8:00 PM",2.999,3.45,20:00,7.78,217,20.22,58.1,1008.9
"7/22/2023, 9:00 PM",2.659,3.11,21:00,1.75,104,8.94,57.4,1009.2
"7/22/2023, 10:00 PM",2.651,3.09,22:00,7.97,214,14.38,57.6,1009.7
"7/22/2023, 11:00 PM",2.935,3.39,23:00,5.44,219,11.27,57.4,1009.9
"7/23/2023, 12:00 AM",3.43,3.94,00:00,3.89,214,10.69,57.4,1010
"7/23/2023, 1:00 AM",4.001,4.34,01:00,4.28,227,9.72,57,1009.8
"7/23/2023, 2:00 AM",4.456,4.82,02:00,1.94,249,8.94,56.7,1009.6
"7/23/2023, 3:00 AM",4.644,5.07,03:00,4.67,218,10.3,56.5,1009.8
"7/23/2023, 4:00 AM",4.47,4.91,04:00,5.25,214,9.91,56.3,1009.9
"7/23/2023, 5:00 AM",3.895,4.35,05:00,6.41,218,9.91,55.9,1009.9
"7/23/2023, 6:00 AM",3.012,3.41,06:00,6.61,243,9.52,55.9,1010.3
"7/23/2023, 7:00 AM",2.042,2.5,07:00,5.64,221,8.36,55.9,1010.8
"7/23/2023, 8:00 AM",1.241,1.66,08:00,6.03,241,10.11,56.3,1010.9
"7/23/2023, 9:00 AM",0.81,1.27,09:00,7.19,239,13.22,57,1011.3
"7/23/2023, 10:00 AM",0.83,1.46,10:00,4.28,224,7.97,57.2,1011.3
"7/23/2023, 11:00 AM",1.255,1.78,11:00,3.89,225,15.94,58.6,1011.5
"7/23/2023, 12:00 PM",1.987,2.48,12:00,2.14,226,11.66,57.9,1012.3
