# name: golden gate tides and weather
# source: https://tidesandcurrents.noaa.gov/
# importDate: 4/9/2024&comma; 10:50 AM
# description: July 2023 tides at the Golden Gate in San Francisco&comma; CA&comma; USA.&NewLine;&NewLine;We also added some weather data&comma; which lets you ask other interesting questions.
# attribute -- name: when, type: date, editable: true
# attribute -- name: Predicted, description: predicted height of the water, unit: ft, editable: true
# attribute -- name: Verified, description: Acutal&comma; verified water height, unit: ft, precision: 4, editable: true
# attribute -- name: Time, description: Local time (Pacific daylight&comma; GMT – 7), editable: true
# attribute -- name: Wind Speed, unit: kt, editable: true
# attribute -- name: Wind Dir, description: North is 0&comma; FROM the west is 270., unit: deg, editable: true
# attribute -- name: Wind Gust, unit: kt, editable: true
# attribute -- name: Air Temp, unit: °F, editable: true
# attribute -- name: Baro, description: Barometric pressure. Standard at sea level is 1013., unit: mb, editable: true
when,Predicted,Verified,Time,Wind Speed,Wind Dir,Wind Gust,Air Temp,Baro
"7/23/2023, 1:00 PM",2.908,3.3,13:00,7.58,233,18.08,57.6,1012
"7/23/2023, 2:00 PM",3.839,4.21,14:00,11.08,252,17.11,57.2,1012.3
"7/23/2023, 3:00 PM",4.599,4.9,15:00,16.33,238,21.19,59.7,1012
"7/23/2023, 4:00 PM",5.057,5.41,16:00,11.86,229,20.99,59.9,1012
"7/23/2023, 5:00 PM",5.112,5.47,17:00,14.38,235,20.02,58.8,1012.2
"7/23/2023, 6:00 PM",4.743,5.12,18:00,13.8,231,22.16,58.3,1012.5
"7/23/2023, 7:00 PM",4.076,4.46,19:00,8.55,233,16.13,58.3,1012.8
"7/23/2023, 8:00 PM",3.326,3.68,20:00,7.58,224,10.69,58.1,1013.1
"7/23/2023, 9:00 PM",2.713,3.01,21:00,12.05,235,16.13,57.6,1013.1
"7/23/2023, 10:00 PM",2.393,2.71,22:00,12.25,212,19.63,57.2,1013.6
"7/23/2023, 11:00 PM",2.396,2.73,23:00,8.94,204,17.49,57,1013.9
"7/24/2023, 12:00 AM",2.67,3.05,00:00,4.86,211,12.63,56.7,1014
"7/24/2023, 1:00 AM",3.133,3.48,01:00,6.41,224,13.61,56.5,1014.2
"7/24/2023, 2:00 AM",3.644,3.91,02:00,8.75,234,16.13,56.1,1014
"7/24/2023, 3:00 AM",4.03,4.31,03:00,8.36,250,13.61,54.1,1014.4
"7/24/2023, 4:00 AM",4.17,4.49,04:00,9.33,238,16.72,53.6,1014.6
"7/24/2023, 5:00 AM",4,4.31,05:00,8.36,227,15.55,53.4,1015
"7/24/2023, 6:00 AM",3.508,3.83,06:00,12.63,244,18.27,53.8,1015.2
"7/24/2023, 7:00 AM",2.797,3.17,07:00,6.41,232,10.89,54,1016
"7/24/2023, 8:00 AM",2.066,2.34,08:00,6.22,242,14.38,54.5,1016.7
"7/24/2023, 9:00 AM",1.52,1.79,09:00,11.86,233,17.69,55.2,1017.2
"7/24/2023, 10:00 AM",1.313,1.64,10:00,9.52,234,14.19,55.9,1017.7
"7/24/2023, 11:00 AM",1.489,1.9,11:00,4.47,228,9.33,56.8,1018.1
"7/24/2023, 12:00 PM",1.994,2.3,12:00,7.58,216,14.38,56.7,1018.1
"7/24/2023, 1:00 PM",2.744,3.04,13:00,8.16,233,16.72,57.9,1018.1
"7/24/2023, 2:00 PM",3.62,3.84,14:00,11.47,233,18.08,58.8,1018
"7/24/2023, 3:00 PM",4.445,4.63,15:00,9.72,235,17.3,60.4,1017.9
"7/24/2023, 4:00 PM",5.051,5.23,16:00,17.69,238,24.69,60.6,1017.3
"7/24/2023, 5:00 PM",5.324,5.57,17:00,17.49,231,23.71,60.4,1017.2
"7/24/2023, 6:00 PM",5.185,5.38,18:00,14.97,242,20.8,60.8,1016.7
"7/24/2023, 7:00 PM",4.646,4.94,19:00,11.86,219,17.88,60.3,1016.5
"7/24/2023, 8:00 PM",3.855,4.06,20:00,11.86,227,20.02,58.8,1016.3
"7/24/2023, 9:00 PM",3.031,3.28,21:00,14.19,230,19.44,57.9,1016.4
"7/24/2023, 10:00 PM",2.38,2.62,22:00,7.97,219,15.55,57.4,1016.9
"7/24/2023, 11:00 PM",2.038,2.26,23:00,4.67,204,10.89,57,1017
"7/25/2023, 12:00 AM",2.023,2.29,00:00,6.03,235,8.75,56.3,1017.1
"7/25/2023, 1:00 AM",2.278,2.58,01:00,2.14,240,4.47,55.9,1017.1
"7/25/2023, 2:00 AM",2.719,2.93,02:00,2.14,208,6.8,55.8,1017.1
"7/25/2023, 3:00 AM",3.203,3.39,03:00,2.53,204,8.55,55.2,1016.8
"7/25/2023, 4:00 AM",3.576,3.79,04:00,1.75,232,6.22,53.8,1016.7
"7/25/2023, 5:00 AM",3.749,3.93,05:00,3.11,218,6.03,53.2,1016.6
"7/25/2023, 6:00 AM",3.673,3.86,06:00,3.69,233,7.78,52.7,1016.9
"7/25/2023, 7:00 AM",3.341,3.56,07:00,3.5,236,5.64,52.3,1017.1
"7/25/2023, 8:00 AM",2.841,3.04,08:00,4.86,240,9.33,52.3,1017.4
"7/25/2023, 9:00 AM",2.336,2.46,09:00,6.61,238,9.52,53.1,1017.7
"7/25/2023, 10:00 AM",1.988,2.22,10:00,7.58,248,11.86,54.3,1017.6
"7/25/2023, 11:00 AM",1.923,2.18,11:00,8.16,239,13.22,54.9,1017.6
"7/25/2023, 12:00 PM",2.176,2.49,12:00,6.8,239,13.22,55.9,1017.5
"7/25/2023, 1:00 PM",2.7,2.94,13:00,7,234,14.19,56.8,1017.3
"7/25/2023, 2:00 PM",3.426,3.67,14:00,7.97,230,16.52,57.2,1016.7
"7/25/2023, 3:00 PM",4.236,4.49,15:00,10.3,227,15.75,59.2,1016.1
"7/25/2023, 4:00 PM",4.95,5.09,16:00,12.83,227,25.66,59.5,1015.5
"7/25/2023, 5:00 PM",5.416,5.63,17:00,15.55,227,21.19,59.2,1015
"7/25/2023, 6:00 PM",5.532,5.71,18:00,12.44,228,19.24,58.5,1014.9
"7/25/2023, 7:00 PM",5.231,5.41,19:00,13.02,232,20.8,59.2,1014.6
"7/25/2023, 8:00 PM",4.541,4.82,20:00,11.86,232,16.52,59.7,1014.5
"7/25/2023, 9:00 PM",3.623,3.83,21:00,12.05,230,18.66,59.2,1014.2
"7/25/2023, 10:00 PM",2.695,2.93,22:00,12.83,230,17.11,59,1014.5
"7/25/2023, 11:00 PM",1.968,2.18,23:00,9.33,225,16.13,58.5,1014.7
"7/26/2023, 12:00 AM",1.576,1.7,00:00,12.44,229,17.69,56.7,1014.6
"7/26/2023, 1:00 AM",1.532,1.82,01:00,11.27,230,17.49,56.1,1014.5
"7/26/2023, 2:00 AM",1.783,2.04,02:00,9.72,230,19.83,55.4,1014.4
"7/26/2023, 3:00 AM",2.236,2.43,03:00,7.19,208,9.14,55,1014.5
"7/26/2023, 4:00 AM",2.746,2.92,04:00,4.47,223,9.14,55.2,1014.4
"7/26/2023, 5:00 AM",3.177,3.38,05:00,4.28,224,9.14,55.4,1014.5
"7/26/2023, 6:00 AM",3.46,3.7,06:00,7,230,11.86,55.2,1014.9
"7/26/2023, 7:00 AM",3.545,3.76,07:00,8.55,223,12.63,55,1015.2
"7/26/2023, 8:00 AM",3.406,3.59,08:00,9.14,234,12.25,55.4,1015.4
"7/26/2023, 9:00 AM",3.103,3.36,09:00,4.28,218,10.69,56.5,1015.5
"7/26/2023, 10:00 AM",2.763,2.97,10:00,13.22,225,19.05,56.7,1015.4
"7/26/2023, 11:00 AM",2.528,2.73,11:00,7.78,227,13.61,57,1015.8
"7/26/2023, 12:00 PM",2.521,2.76,12:00,6.03,223,14.19,57.7,1015.9
"7/26/2023, 1:00 PM",2.788,3.06,13:00,8.16,230,14.19,58.6,1015.6
"7/26/2023, 2:00 PM",3.298,3.55,14:00,14.38,242,19.63,57.9,1015
"7/26/2023, 3:00 PM",3.992,4.25,15:00,15.55,236,22.16,57.4,1014.8
"7/26/2023, 4:00 PM",4.741,4.92,16:00,12.25,221,16.72,56.3,1014.7
"7/26/2023, 5:00 PM",5.367,5.51,17:00,14.97,230,22.16,55.8,1014
"7/26/2023, 6:00 PM",5.728,5.89,18:00,12.25,249,22.16,55.2,1013.6
"7/26/2023, 7:00 PM",5.723,5.88,19:00,12.63,237,22.35,54.7,1013.7
"7/26/2023, 8:00 PM",5.282,5.48,20:00,13.02,235,20.6,55.2,1013.9
"7/26/2023, 9:00 PM",4.441,4.65,21:00,14,247,22.16,55.9,1013.8
"7/26/2023, 10:00 PM",3.37,3.57,22:00,7.97,245,14,56.8,1014.3
"7/26/2023, 11:00 PM",2.3,2.51,23:00,4.47,223,8.94,56.8,1014.4
"7/27/2023, 12:00 AM",1.467,1.7,00:00,7.39,203,10.89,56.8,1014.4
"7/27/2023, 1:00 AM",1.014,1.26,01:00,4.86,219,7.78,56.8,1014.3
"7/27/2023, 2:00 AM",0.956,1.17,02:00,6.03,224,10.69,56.5,1014
"7/27/2023, 3:00 AM",1.236,1.5,03:00,6.22,200,11.08,56.3,1013.8
"7/27/2023, 4:00 AM",1.749,1.94,04:00,3.89,217,11.47,55.8,1013.9
"7/27/2023, 5:00 AM",2.342,2.62,05:00,7.97,235,11.86,55.4,1013.9
"7/27/2023, 6:00 AM",2.896,3.19,06:00,6.8,219,11.66,54.9,1014.3
"7/27/2023, 7:00 AM",3.345,3.62,07:00,5.64,203,9.91,54.3,1014.8
"7/27/2023, 8:00 AM",3.617,3.91,08:00,4.28,206,11.08,54,1014.9
"7/27/2023, 9:00 AM",3.654,3.98,09:00,7.58,233,16.91,54.5,1015.7
"7/27/2023, 10:00 AM",3.488,3.75,10:00,7.78,214,14.58,55,1015.9
"7/27/2023, 11:00 AM",3.223,3.48,11:00,6.61,245,14,55.2,1016
"7/27/2023, 12:00 PM",3.013,3.24,12:00,9.52,233,15.36,56.1,1016.6
"7/27/2023, 1:00 PM",3.002,3.2,13:00,11.86,226,21.58,56.7,1016.3
"7/27/2023, 2:00 PM",3.253,3.49,14:00,10.5,248,19.44,56.8,1015.9
"7/27/2023, 3:00 PM",3.751,3.98,15:00,9.72,230,19.24,57.7,1015.8
"7/27/2023, 4:00 PM",4.432,4.61,16:00,14.38,225,22.74,58.6,1015.4
"7/27/2023, 5:00 PM",5.153,5.3,17:00,9.33,228,15.55,59.2,1015.9
"7/27/2023, 6:00 PM",5.731,5.83,18:00,11.86,221,16.91,59,1014.9
"7/27/2023, 7:00 PM",6.027,6.18,19:00,12.05,215,17.3,58.8,1014.6
"7/27/2023, 8:00 PM",5.928,6.11,20:00,11.86,243,16.72,57.6,1014.8
"7/27/2023, 9:00 PM",5.352,5.54,21:00,14,229,18.86,57,1014.9
"7/27/2023, 10:00 PM",4.342,4.5,22:00,13.61,231,19.63,56.7,1015.2
"7/27/2023, 11:00 PM",3.083,3.19,23:00,9.33,237,16.91,56.3,1015.3
"7/28/2023, 12:00 AM",1.843,1.97,00:00,15.75,236,23.13,55.8,1015
"7/28/2023, 1:00 AM",0.892,1.14,01:00,13.8,247,19.83,55,1014.9
"7/28/2023, 2:00 AM",0.39,0.65,02:00,6.22,249,13.02,54.9,1014.9
"7/28/2023, 3:00 AM",0.351,0.55,03:00,8.36,219,13.02,54.5,1014.7
"7/28/2023, 4:00 AM",0.703,0.91,04:00,7.19,245,15.94,54.1,1014.7
"7/28/2023, 5:00 AM",1.322,1.45,05:00,7.19,213,9.91,53.6,1014.9
"7/28/2023, 6:00 AM",2.048,2.21,06:00,2.14,149,7.58,52.9,1015.6
"7/28/2023, 7:00 AM",2.768,2.99,07:00,3.11,204,7.58,52.7,1015.9
"7/28/2023, 8:00 AM",3.403,3.66,08:00,5.25,186,8.94,52.7,1016.1
"7/28/2023, 9:00 AM",3.844,4.07,09:00,5.83,203,12.44,52.7,1016.6
"7/28/2023, 10:00 AM",3.998,4.19,10:00,2.53,227,9.14,54,1016.9
"7/28/2023, 11:00 AM",3.877,4.07,11:00,4.08,262,14.38,54.9,1016.8
"7/28/2023, 12:00 PM",3.598,3.86,12:00,9.33,244,13.22,55.4,1016.7
"7/28/2023, 1:00 PM",3.346,3.61,13:00,12.63,234,17.69,55.9,1016.4
"7/28/2023, 2:00 PM",3.301,3.53,14:00,15.75,240,21.58,57.9,1016.1
"7/28/2023, 3:00 PM",3.542,3.8,15:00,16.52,227,20.99,59.5,1015.5
"7/28/2023, 4:00 PM",4.057,4.22,16:00,16.33,237,22.35,60.3,1015.1
"7/28/2023, 5:00 PM",4.764,4.93,17:00,14.19,234,24.1,60.4,1015.1
"7/28/2023, 6:00 PM",5.498,5.58,18:00,16.91,231,22.94,59.9,1014.8
"7/28/2023, 7:00 PM",6.071,6.2,19:00,14.58,238,24.1,58.8,1015.2
"7/28/2023, 8:00 PM",6.336,6.48,20:00,16.72,234,25.08,57.4,1015.7
"7/28/2023, 9:00 PM",6.156,6.29,21:00,11.86,236,18.86,56.5,1015.8
"7/28/2023, 10:00 PM",5.435,5.64,22:00,7.39,232,13.02,56.1,1016.4
"7/28/2023, 11:00 PM",4.227,4.36,23:00,9.33,234,14.77,55.8,1016.1
"7/29/2023, 12:00 AM",2.754,2.81,00:00,15.36,231,20.6,54.3,1016.1
"7/29/2023, 1:00 AM",1.335,1.45,01:00,12.05,234,17.11,53.8,1016.1
"7/29/2023, 2:00 AM",0.282,0.48,02:00,9.14,229,14.77,53.8,1015.8
"7/29/2023, 3:00 AM",-0.234,-0.02,03:00,3.11,208,5.05,54,1015.9
"7/29/2023, 4:00 AM",-0.214,-0.14,04:00,2.92,198,6.8,54.1,1015.8
"7/29/2023, 5:00 AM",0.25,0.3,05:00,6.22,195,11.08,53.6,1016
"7/29/2023, 6:00 AM",1.011,1.05,06:00,4.47,226,10.89,53.1,1016.6
"7/29/2023, 7:00 AM",1.899,2.05,07:00,5.83,230,10.5,52.9,1017
"7/29/2023, 8:00 AM",2.798,2.96,08:00,7.19,202,10.5,52.9,1017.3
"7/29/2023, 9:00 AM",3.602,3.77,09:00,4.08,241,9.33,53.6,1017.4
"7/29/2023, 10:00 AM",4.155,4.27,10:00,2.53,198,11.86,54.1,1017.6
"7/29/2023, 11:00 AM",4.339,4.49,11:00,4.67,258,11.47,54.5,1017.7
"7/29/2023, 12:00 PM",4.172,4.36,12:00,6.03,224,11.86,55,1018.2
"7/29/2023, 1:00 PM",3.805,4.02,13:00,4.08,240,12.25,57.2,1018.2
"7/29/2023, 2:00 PM",3.479,3.71,14:00,14.19,236,20.02,55.8,1017.8
"7/29/2023, 3:00 PM",3.404,3.51,15:00,17.49,238,23.91,55.9,1017.2
"7/29/2023, 4:00 PM",3.666,3.81,16:00,13.41,232,18.08,58.1,1016.5
"7/29/2023, 5:00 PM",4.237,4.28,17:00,9.14,232,16.52,59.4,1016.2
"7/29/2023, 6:00 PM",5.011,5.02,18:00,14,223,20.8,59,1016
"7/29/2023, 7:00 PM",5.798,5.77,19:00,13.8,220,18.86,57.4,1016
"7/29/2023, 8:00 PM",6.398,6.41,20:00,16.13,225,22.16,56.5,1016.2
"7/29/2023, 9:00 PM",6.648,6.69,21:00,16.52,235,22.55,54.9,1016.5
"7/29/2023, 10:00 PM",6.382,6.48,22:00,15.75,231,23.91,54.3,1016.4
"7/29/2023, 11:00 PM",5.496,5.53,23:00,15.16,230,24.1,54.3,1016.3
"7/30/2023, 12:00 AM",4.071,4.04,00:00,12.05,228,19.05,53.8,1016.4
"7/30/2023, 1:00 AM",2.381,2.29,01:00,5.05,223,11.27,53.4,1016.1
"7/30/2023, 2:00 AM",0.806,0.91,02:00,6.61,214,10.69,53.4,1015.8
"7/30/2023, 3:00 AM",-0.307,-0.21,03:00,7.19,202,14,53.1,1015.6
"7/30/2023, 4:00 AM",-0.791,-0.68,04:00,0.78,177,3.5,53.1,1015.4
"7/30/2023, 5:00 AM",-0.67,-0.66,05:00,2.92,214,8.55,52.9,1015.3
"7/30/2023, 6:00 AM",-0.062,-0.05,06:00,2.72,201,5.05,53.2,1015.6
"7/30/2023, 7:00 AM",0.859,0.85,07:00,6.03,207,8.94,53.1,1015.8
"7/30/2023, 8:00 AM",1.916,1.93,08:00,4.28,235,7.58,53.6,1016.2
"7/30/2023, 9:00 AM",2.979,3.06,09:00,5.83,237,9.91,54,1016.4
"7/30/2023, 10:00 AM",3.901,4.01,10:00,3.3,226,9.33,54.9,1016.5
"7/30/2023, 11:00 AM",4.484,4.59,11:00,7.58,214,12.25,55,1016.7
"7/30/2023, 12:00 PM",4.605,4.75,12:00,7.19,235,15.16,56.8,1016.6
"7/30/2023, 1:00 PM",4.312,4.49,13:00,7,249,11.47,57.6,1016.3
"7/30/2023, 2:00 PM",3.818,4.18,14:00,14.19,228,19.24,58.6,1015.8
"7/30/2023, 3:00 PM",3.416,3.73,15:00,12.83,239,22.35,59.7,1015.4
"7/30/2023, 4:00 PM",3.337,3.6,16:00,18.27,229,24.49,60.1,1014.8
"7/30/2023, 5:00 PM",3.655,3.81,17:00,14.58,245,21.58,60.8,1014.6
"7/30/2023, 6:00 PM",4.317,4.45,18:00,11.86,236,20.6,60.1,1014.4
"7/30/2023, 7:00 PM",5.186,5.24,19:00,13.61,229,18.47,59,1014.7
"7/30/2023, 8:00 PM",6.047,6.1,20:00,13.22,233,20.02,57.7,1015.1
"7/30/2023, 9:00 PM",6.687,6.82,21:00,10.89,228,15.75,56.8,1015.4
"7/30/2023, 10:00 PM",6.921,7.08,22:00,10.3,231,15.55,56.7,1015.7
"7/30/2023, 11:00 PM",6.555,6.71,23:00,11.66,227,19.44,56.5,1015.5
"7/31/2023, 12:00 AM",5.489,5.53,00:00,3.11,197,7,56.3,1015.4
"7/31/2023, 1:00 AM",3.849,3.77,01:00,3.69,251,8.16,56.1,1015.1
"7/31/2023, 2:00 AM",1.973,1.95,02:00,3.3,219,9.72,55.8,1014.8
"7/31/2023, 3:00 AM",0.298,0.47,03:00,5.25,208,10.69,55.6,1014.5
"7/31/2023, 4:00 AM",-0.811,-0.58,04:00,5.44,229,8.55,55.4,1014.6
"7/31/2023, 5:00 AM",-1.21,-1.1,05:00,3.5,228,6.22,55,1014.5
"7/31/2023, 6:00 AM",-0.952,-0.85,06:00,4.47,217,7.39,55.4,1014.6
"7/31/2023, 7:00 AM",-0.183,-0.16,07:00,6.61,217,9.52,55,1015.1
"7/31/2023, 8:00 AM",0.9,0.96,08:00,2.53,195,7.97,55.8,1015.3
"7/31/2023, 9:00 AM",2.11,2.2,09:00,3.69,217,9.33,57.4,1015.7
"7/31/2023, 10:00 AM",3.294,3.47,10:00,7.97,224,14.19,55.6,1015.7
"7/31/2023, 11:00 AM",4.26,4.36,11:00,5.44,230,10.5,59,1015.8
"7/31/2023, 12:00 PM",4.782,4.83,12:00,11.47,243,16.13,58.5,1015.6
"7/31/2023, 1:00 PM",4.757,4.79,13:00,9.14,237,13.8,58.3,1015.6
"7/31/2023, 2:00 PM",4.289,4.48,14:00,5.44,230,14.19,58.1,1015.5
"7/31/2023, 3:00 PM",3.656,3.94,15:00,8.94,228,13.8,58.8,1015.2
"7/31/2023, 4:00 PM",3.197,3.41,16:00,12.05,226,20.8,59,1014.7
"7/31/2023, 5:00 PM",3.145,3.31,17:00,13.02,236,19.44,58.8,1014.2
"7/31/2023, 6:00 PM",3.544,3.67,18:00,16.52,236,24.3,58.5,1013.7
"7/31/2023, 7:00 PM",4.313,4.44,19:00,13.41,228,20.22,58.1,1013.8
"7/31/2023, 8:00 PM",5.282,5.43,20:00,8.75,226,19.24,57.6,1014.3
"7/31/2023, 9:00 PM",6.216,6.39,21:00,10.89,238,16.52,57.2,1014.5
"7/31/2023, 10:00 PM",6.889,7.18,22:00,6.22,221,13.22,57,1015.2
"7/31/2023, 11:00 PM",7.09,7.34,23:00,6.03,200,11.08,56.7,1015.6
