"YEAR","SAMPLE","SERIAL","CBSERIAL","NUMPREC","HHWT","CLUSTER","STATEFIP","PUMA","DENSITY","METRO","STRATA","GQ","MORTGAGE","RENT","HHINCOME","UNITSSTR","BEDROOMS","CISMRTPHN","CIHISPEED","PERNUM","PERWT","SEX","AGE","MARST","EDUC","EDUCD","EMPSTAT","EMPSTATD","LABFORCE","INCTOT","PRESGL"
2023,202301,1399361,2023010000162,1,6.0,2023013993611,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,6.0,2,19,6,6,65,3,30,1,3700,20.3
2023,202301,1399362,2023010001360,1,52.0,2023013993621,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,52.0,2,85,6,6,63,3,30,1,0,0.0
2023,202301,1399363,2023010001518,1,24.0,2023013993631,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,24.0,1,25,6,6,63,2,20,2,13400,17.6
2023,202301,1399364,2023010003560,1,330.0,2023013993641,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,330.0,2,19,6,6,63,3,30,1,3300,26.4
2023,202301,1399365,2023010003718,1,112.0,2023013993651,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,112.0,1,20,6,6,63,1,10,2,3000,26.4
2023,202301,1399366,2023010004309,1,100.0,2023013993661,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,100.0,2,83,5,2,26,3,30,1,32500,0.0
2023,202301,1399367,2023010004412,1,22.0,2023013993671,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,22.0,1,20,6,7,71,1,10,2,16400,50.6
2023,202301,1399368,2023010004633,1,78.0,2023013993681,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,78.0,2,38,4,7,71,3,30,1,0,30.9
2023,202301,1399369,2023010006751,1,99.0,2023013993691,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,99.0,1,37,6,6,65,1,10,2,51000,51.4
2023,202301,1399370,2023010007050,1,26.0,2023013993701,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,26.0,2,20,6,7,71,1,10,2,3000,41.3
2023,202301,1399371,2023010007360,1,25.0,2023013993711,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,25.0,1,18,6,6,63,3,30,1,0,0.0
2023,202301,1399372,2023010008129,1,91.0,2023013993721,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,91.0,2,21,6,7,71,1,10,2,4000,50.3
2023,202301,1399373,2023010008237,1,799.0,2023013993731,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,799.0,2,18,6,6,65,3,30,1,16000,20.3
2023,202301,1399374,2023010008295,1,14.0,2023013993741,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,14.0,1,71,6,7,71,3,30,1,12000,0.0
2023,202301,1399375,2023010008387,1,20.0,2023013993751,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,20.0,1,20,6,6,63,3,30,1,0,28.4
2023,202301,1399376,2023010008896,1,50.0,2023013993761,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,50.0,2,19,6,6,65,3,30,1,0,0.0
2023,202301,1399377,2023010009319,1,80.0,2023013993771,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,80.0,1,58,4,6,63,3,30,1,1000,29.8
2023,202301,1399378,2023010009665,1,21.0,2023013993781,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,21.0,1,52,6,7,71,3,30,1,13500,16.1
2023,202301,1399379,2023010009733,1,194.0,2023013993791,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,194.0,2,17,6,6,65,1,12,2,6000,32.8
2023,202301,1399380,2023010010460,1,21.0,2023013993801,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,21.0,2,69,4,7,71,3,30,1,39400,0.0
2023,202301,1399381,2023010010935,1,21.0,2023013993811,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,21.0,1,18,6,7,71,1,10,2,1500,50.2
2023,202301,1399382,2023010011893,1,66.0,2023013993821,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,66.0,1,27,6,6,65,3,30,1,10100,0.0
2023,202301,1399383,2023010012223,1,10.0,2023013993831,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,10.0,1,51,4,6,63,3,30,1,0,17.5
2023,202301,1399384,2023010012532,1,6.0,2023013993841,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,6.0,1,87,2,6,63,3,30,1,27600,0.0
2023,202301,1399385,2023010012655,1,37.0,2023013993851,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,37.0,1,34,2,4,40,3,30,1,2100,0.0
2023,202301,1399386,2023010012995,1,41.0,2023013993861,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,41.0,1,27,2,6,65,3,30,1,2100,28.4
2023,202301,1399387,2023010014430,1,104.0,2023013993871,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,104.0,1,18,6,6,65,3,30,1,2000,17.6
2023,202301,1399388,2023010014558,1,16.0,2023013993881,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,16.0,2,38,4,6,63,3,30,1,0,30.9
2023,202301,1399389,2023010015773,1,4.0,2023013993891,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,4.0,2,89,5,10,101,3,30,1,10500,0.0
2023,202301,1399390,2023010016733,1,102.0,2023013993901,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,102.0,2,21,6,7,71,1,10,2,7600,59.6
2023,202301,1399391,2023010018035,1,9.0,2023013993911,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,9.0,1,21,6,7,71,3,30,1,5650,50.6
2023,202301,1399392,2023010018095,1,75.0,2023013993921,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,75.0,1,22,6,7,71,3,30,1,5000,48.6
2023,202301,1399393,2023010018317,1,228.0,2023013993931,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,228.0,1,20,6,7,71,3,30,1,4000,36.3
2023,202301,1399394,2023010018441,1,10.0,2023013993941,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,10.0,1,53,6,6,63,2,20,2,0,32.8
2023,202301,1399395,2023010018677,1,19.0,2023013993951,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,19.0,1,19,6,7,71,1,10,2,8000,55.4
2023,202301,1399396,2023010019181,1,113.0,2023013993961,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,113.0,2,21,6,10,101,3,30,1,0,20.3
2023,202301,1399397,2023010020326,1,89.0,2023013993971,50,300,911.6,4,30050,3,0,0,9999999,0,0,0,0,1,89.0,2,78,5,11,114,3,30,1,1400,0.0
2023,202301,1399398,2023010020586,1,63.0,2023013993981,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,63.0,1,52,6,7,71,3,30,1,13500,16.1
2023,202301,1399399,2023010021109,1,84.0,2023013993991,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,84.0,1,19,6,6,63,1,10,2,4900,50.6
2023,202301,1399400,2023010021441,1,49.0,2023013994001,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,49.0,1,60,4,7,71,3,30,1,17000,0.0
2023,202301,1399401,2023010021541,1,9.0,2023013994011,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,9.0,1,13,6,1,17,0,0,0,9999999,0.0
2023,202301,1399402,2023010021762,1,26.0,2023013994021,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,26.0,2,68,4,11,114,3,30,1,23000,46.0
2023,202301,1399403,2023010022147,1,16.0,2023013994031,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,16.0,1,19,6,6,63,1,10,2,6000,35.5
2023,202301,1399404,2023010022756,1,12.0,2023013994041,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,12.0,1,22,6,7,71,3,30,1,6500,47.0
2023,202301,1399405,2023010023167,1,129.0,2023013994051,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,129.0,1,20,6,6,63,1,10,2,8000,33.5
2023,202301,1399406,2023010024119,1,2.0,2023013994061,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,2.0,2,49,2,8,81,3,30,1,22600,0.0
2023,202301,1399407,2023010024265,1,57.0,2023013994071,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,57.0,1,53,6,6,63,2,20,2,0,32.8
2023,202301,1399408,2023010024979,1,11.0,2023013994081,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,11.0,2,22,6,6,63,3,30,1,610,35.5
2023,202301,1399409,2023010025264,1,20.0,2023013994091,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,20.0,2,89,5,6,63,3,30,1,20700,0.0
2023,202301,1399410,2023010025326,1,31.0,2023013994101,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,31.0,2,20,6,6,65,1,10,2,15000,34.2
2023,202301,1399411,2023010026041,1,21.0,2023013994111,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,21.0,2,30,3,5,50,2,20,2,17000,35.5
2023,202301,1399412,2023010026548,1,5.0,2023013994121,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,5.0,1,55,3,7,71,3,30,1,1000,0.0
2023,202301,1399413,2023010029506,1,35.0,2023013994131,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,35.0,2,70,5,6,63,3,30,1,20400,0.0
2023,202301,1399414,2023010029937,1,22.0,2023013994141,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,22.0,2,84,5,2,26,3,30,1,51400,0.0
2023,202301,1399415,2023010030242,1,10.0,2023013994151,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,10.0,2,19,6,4,40,1,10,2,830,30.9
2023,202301,1399416,2023010030338,1,72.0,2023013994161,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,72.0,2,20,6,6,63,3,30,1,0,0.0
2023,202301,1399417,2023010030461,1,74.0,2023013994171,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,74.0,2,18,6,6,63,3,30,1,3800,17.6
2023,202301,1399418,2023010031523,1,82.0,2023013994181,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,82.0,1,60,6,6,64,3,30,1,6070,0.0
2023,202301,1399419,2023010031582,1,84.0,2023013994191,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,84.0,2,70,5,6,63,3,30,1,20400,0.0
2023,202301,1399420,2023010032269,1,12.0,2023013994201,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,12.0,2,84,5,8,81,3,30,1,32500,0.0
2023,202301,1399421,2023010033588,1,8.0,2023013994211,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,8.0,1,21,6,7,71,1,10,2,4000,59.6
2023,202301,1399422,2023010033759,1,98.0,2023013994221,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,98.0,2,18,6,7,71,3,30,1,1600,30.9
2023,202301,1399423,2023010033866,1,53.0,2023013994231,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,53.0,1,57,6,7,71,3,30,1,10100,0.0
2023,202301,1399424,2023010034163,1,32.0,2023013994241,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,32.0,2,80,5,7,71,3,30,1,47300,0.0
2023,202301,1399425,2023010034923,1,34.0,2023013994251,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,34.0,1,64,3,7,71,1,10,2,15300,16.1
2023,202301,1399426,2023010035127,1,146.0,2023013994261,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,146.0,2,18,6,6,65,2,20,2,1800,53.2
2023,202301,1399427,2023010035297,1,273.0,2023013994271,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,273.0,2,19,6,6,65,1,10,2,3000,35.5
2023,202301,1399428,2023010035455,1,35.0,2023013994281,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,35.0,1,79,6,6,65,3,30,1,10200,0.0
2023,202301,1399429,2023010035650,1,10.0,2023013994291,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,10.0,1,21,6,6,63,2,20,2,380,17.5
2023,202301,1399430,2023010035663,1,58.0,2023013994301,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,58.0,1,94,6,8,81,3,30,1,44800,0.0
2023,202301,1399431,2023010035902,1,176.0,2023013994311,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,176.0,2,68,4,10,101,3,30,1,23000,46.0
2023,202301,1399432,2023010036521,1,22.0,2023013994321,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,22.0,2,68,4,11,114,3,30,1,23000,46.0
2023,202301,1399433,2023010037001,1,7.0,2023013994331,50,300,911.6,4,30050,3,0,0,9999999,0,0,0,0,1,7.0,2,78,5,11,114,3,30,1,1400,0.0
2023,202301,1399434,2023010037052,1,6.0,2023013994341,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,6.0,2,21,6,7,71,3,30,1,5040,50.6
2023,202301,1399435,2023010037097,1,155.0,2023013994351,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,155.0,1,22,6,7,71,3,30,1,7000,0.0
2023,202301,1399436,2023010037124,1,19.0,2023013994361,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,19.0,1,72,6,6,63,3,30,1,12000,0.0
2023,202301,1399437,2023010037295,1,34.0,2023013994371,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,34.0,2,18,6,7,71,1,10,2,5400,30.9
2023,202301,1399438,2023010037459,1,11.0,2023013994381,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,11.0,2,18,6,5,50,2,20,2,190,35.5
2023,202301,1399439,2023010037831,1,74.0,2023013994391,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,74.0,2,18,6,6,65,3,30,1,5100,35.5
2023,202301,1399440,2023010037968,1,78.0,2023013994401,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,78.0,1,87,2,6,63,3,30,1,27600,0.0
2023,202301,1399441,2023010038298,1,22.0,2023013994411,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,22.0,2,19,6,7,71,3,30,1,1000,58.2
2023,202301,1399442,2023010038907,1,129.0,2023013994421,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,129.0,1,22,6,8,81,1,10,2,15000,50.6
2023,202301,1399443,2023010040524,1,72.0,2023013994431,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,72.0,1,60,6,6,64,3,30,1,6070,0.0
2023,202301,1399444,2023010040642,1,59.0,2023013994441,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,59.0,2,18,6,6,65,3,30,1,6000,20.3
2023,202301,1399445,2023010041267,1,27.0,2023013994451,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,27.0,1,22,6,7,71,3,30,1,7000,0.0
2023,202301,1399446,2023010041276,1,93.0,2023013994461,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,93.0,1,20,6,7,71,1,12,2,10000,30.9
2023,202301,1399447,2023010041932,1,52.0,2023013994471,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,52.0,1,19,6,6,63,1,10,2,4900,50.6
2023,202301,1399448,2023010042134,1,29.0,2023013994481,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,29.0,2,19,6,6,63,1,12,2,2500,50.0
2023,202301,1399449,2023010042748,1,5.0,2023013994491,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,5.0,2,22,6,7,71,1,10,2,12000,50.6
2023,202301,1399450,2023010043358,1,26.0,2023013994501,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,26.0,1,20,6,8,81,3,30,1,12000,26.4
2023,202301,1399451,2023010043646,1,24.0,2023013994511,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,24.0,2,19,6,6,63,1,10,2,830,30.9
2023,202301,1399452,2023010043781,1,54.0,2023013994521,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,54.0,2,94,5,2,25,3,30,1,10800,0.0
2023,202301,1399453,2023010044222,1,98.0,2023013994531,50,300,911.6,4,30050,3,0,0,9999999,0,0,0,0,1,98.0,2,94,5,8,81,3,30,1,13000,0.0
2023,202301,1399454,2023010044300,1,18.0,2023013994541,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,18.0,1,25,6,6,63,2,20,2,13400,17.6
2023,202301,1399455,2023010044897,1,7.0,2023013994551,50,300,911.6,4,30050,3,0,0,9999999,0,0,0,0,1,7.0,2,94,6,11,114,3,30,1,8000,0.0
2023,202301,1399456,2023010045067,1,15.0,2023013994561,50,300,911.6,4,30050,3,0,0,9999999,0,0,0,0,1,15.0,2,94,5,8,81,3,30,1,13000,0.0
2023,202301,1399457,2023010045316,1,29.0,2023013994571,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,29.0,2,30,3,5,50,2,20,2,17000,35.5
2023,202301,1399458,2023010046292,1,62.0,2023013994581,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,62.0,2,18,6,6,63,3,30,1,3800,17.6
2023,202301,1399459,2023010046535,1,125.0,2023013994591,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,125.0,1,18,6,6,63,3,30,1,2100,50.3
2023,202301,1399460,2023010046707,1,129.0,2023013994601,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,129.0,2,19,6,7,71,1,10,2,3800,59.6
2023,202301,1399461,2023010047199,1,120.0,2023013994611,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,120.0,2,19,6,6,65,1,10,2,5000,32.8
2023,202301,1399462,2023010047563,1,42.0,2023013994621,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,42.0,1,32,6,6,63,3,30,1,0,0.0
2023,202301,1399463,2023010048087,1,12.0,2023013994631,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,12.0,1,36,4,5,50,3,30,1,6820,0.0
2023,202301,1399464,2023010048117,1,19.0,2023013994641,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,19.0,2,78,4,6,63,3,30,1,12100,0.0
2023,202301,1399465,2023010048393,1,14.0,2023013994651,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,14.0,2,37,6,1,16,3,30,1,18800,0.0
2023,202301,1399466,2023010049649,1,11.0,2023013994661,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,11.0,2,14,6,2,25,0,0,0,9999999,0.0
2023,202301,1399467,2023010050931,1,39.0,2023013994671,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,39.0,1,43,6,5,50,3,30,1,11500,0.0
2023,202301,1399468,2023010051567,1,13.0,2023013994681,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,13.0,2,75,6,6,63,3,30,1,0,0.0
2023,202301,1399469,2023010052390,1,109.0,2023013994691,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,109.0,1,89,5,4,40,3,30,1,0,0.0
2023,202301,1399470,2023010052632,1,45.0,2023013994701,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,45.0,1,20,6,6,65,3,30,1,0,30.9
2023,202301,1399471,2023010052671,1,97.0,2023013994711,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,97.0,2,65,6,8,81,3,30,1,13300,0.0
2023,202301,1399472,2023010052969,1,14.0,2023013994721,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,14.0,1,43,6,4,40,3,30,1,11500,0.0
2023,202301,1399473,2023010054063,1,11.0,2023013994731,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,11.0,2,22,6,10,101,1,10,2,15000,34.2
2023,202301,1399474,2023010054214,1,52.0,2023013994741,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,52.0,1,20,6,6,65,3,30,1,0,30.9
2023,202301,1399475,2023010054314,1,89.0,2023013994751,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,89.0,2,88,5,6,63,3,30,1,20400,0.0
2023,202301,1399476,2023010054385,1,24.0,2023013994761,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,24.0,2,20,6,7,71,3,30,1,2500,14.7
2023,202301,1399477,2023010054402,1,104.0,2023013994771,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,104.0,1,19,6,6,65,3,30,1,1260,26.4
2023,202301,1399478,2023010054647,1,115.0,2023013994781,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,115.0,1,18,6,6,63,1,10,2,3400,26.4
2023,202301,1399479,2023010055272,1,88.0,2023013994791,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,88.0,2,19,6,7,71,1,10,2,7000,48.6
2023,202301,1399480,2023010056588,1,75.0,2023013994801,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,75.0,1,63,2,6,63,3,30,1,38000,60.4
2023,202301,1399481,2023010056908,1,92.0,2023013994811,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,92.0,2,18,6,6,63,1,12,2,4100,30.9
2023,202301,1399482,2023010057003,1,155.0,2023013994821,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,155.0,2,19,6,6,65,1,10,2,5000,32.8
2023,202301,1399483,2023010057130,1,8.0,2023013994831,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,8.0,2,21,6,7,71,1,10,2,500,14.7
2023,202301,1399484,2023010057794,1,15.0,2023013994841,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,15.0,2,87,5,3,30,3,30,1,13000,0.0
2023,202301,1399485,2023010057861,1,17.0,2023013994851,50,300,911.6,4,30050,3,0,0,9999999,0,0,0,0,1,17.0,2,74,5,10,101,3,30,1,1400,0.0
2023,202301,1399486,2023010058019,1,19.0,2023013994861,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,19.0,1,55,3,7,71,3,30,1,1000,0.0
2023,202301,1399487,2023010058668,1,84.0,2023013994871,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,84.0,1,19,6,7,71,3,30,1,6300,17.5
2023,202301,1399488,2023010059122,1,5.0,2023013994881,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,5.0,2,84,4,8,81,3,30,1,32500,0.0
2023,202301,1399489,2023010059241,1,31.0,2023013994891,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,31.0,1,19,6,6,63,3,30,1,0,44.9
2023,202301,1399490,2023010059334,1,10.0,2023013994901,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,10.0,1,20,6,6,63,3,30,1,0,0.0
2023,202301,1399491,2023010060201,1,26.0,2023013994911,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,26.0,2,21,6,10,101,1,10,2,2000,35.5
2023,202301,1399492,2023010060761,1,27.0,2023013994921,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,27.0,1,89,5,4,40,3,30,1,0,0.0
2023,202301,1399493,2023010061170,1,31.0,2023013994931,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,31.0,1,19,6,6,63,3,30,1,330,22.5
2023,202301,1399494,2023010061377,1,113.0,2023013994941,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,113.0,1,71,6,7,71,3,30,1,12000,0.0
2023,202301,1399495,2023010061386,1,15.0,2023013994951,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,15.0,2,94,5,3,30,3,30,1,47300,0.0
2023,202301,1399496,2023010061615,1,64.0,2023013994961,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,64.0,1,48,6,2,22,3,30,1,0,0.0
2023,202301,1399497,2023010062059,1,3.0,2023013994971,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,3.0,1,83,6,6,63,3,30,1,10200,0.0
2023,202301,1399498,2023010062375,1,7.0,2023013994981,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,7.0,2,19,6,7,71,1,10,2,3000,44.5
2023,202301,1399499,2023010063411,1,32.0,2023013994991,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,32.0,2,83,5,6,64,3,30,1,32500,0.0
2023,202301,1399500,2023010063549,1,12.0,2023013995001,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,12.0,1,39,6,2,26,3,30,1,31600,0.0
2023,202301,1399501,2023010064245,1,51.0,2023013995011,50,200,105.5,1,20050,3,0,0,9999999,0,0,0,0,1,51.0,1,27,6,3,30,3,30,1,10100,0.0
2023,202301,1399502,2023010064572,1,101.0,2023013995021,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,101.0,2,23,6,5,50,1,10,2,15000,34.2
2023,202301,1399503,2023010064827,1,30.0,2023013995031,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,30.0,2,21,6,7,71,1,10,2,2500,14.1
2023,202301,1399504,2023010064913,1,38.0,2023013995041,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,38.0,1,43,2,6,64,3,30,1,0,26.4
2023,202301,1399505,2023010064965,1,87.0,2023013995051,50,300,911.6,4,30050,4,0,0,9999999,0,0,0,0,1,87.0,2,19,6,6,65,1,10,2,2400,47.0
2023,202301,1399506,2023010064971,1,35.0,2023013995061,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,35.0,1,21,6,6,65,1,10,2,18000,50.3
2023,202301,1399507,2023010065970,1,36.0,2023013995071,50,100,78.9,0,10050,3,0,0,9999999,0,0,0,0,1,36.0,1,41,6,6,64,3,30,1,0,35.5
2023,202301,1399508,2023010066451,1,61.0,2023013995081,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,61.0,1,19,6,7,71,1,10,2,8000,55.4
2023,202301,1399509,2023010066476,1,64.0,2023013995091,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,64.0,1,21,6,7,71,1,10,2,6000,41.3
2023,202301,1399510,2023010066540,1,53.0,2023013995101,50,100,78.9,0,10050,4,0,0,9999999,0,0,0,0,1,53.0,2,42,2,7,71,3,30,1,10400,0.0
2023,202301,1399511,2023010067146,1,46.0,2023013995111,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,46.0,1,19,6,7,71,3,30,1,10000,17.5
2023,202301,1399512,2023010067490,1,14.0,2023013995121,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,14.0,1,20,6,7,71,3,30,1,4000,50.3
2023,202301,1399513,2023010067658,1,58.0,2023013995131,50,200,105.5,1,20050,4,0,0,9999999,0,0,0,0,1,58.0,1,19,6,6,65,3,30,1,8000,32.1
2023,202301,1399514,2023010067763,1,96.0,2023013995141,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,96.0,1,71,6,6,63,3,30,1,12000,0.0
2023,202301,1399515,2023010068034,1,70.0,2023013995151,50,400,122.6,1,40050,3,0,0,9999999,0,0,0,0,1,70.0,1,79,6,6,65,3,30,1,10200,0.0
2023,202301,1399516,2023010068272,1,18.0,2023013995161,50,300,911.6,4,30050,3,0,0,9999999,0,0,0,0,1,18.0,2,86,5,10,101,3,30,1,47300,0.0
2023,202301,1399517,2023010068809,1,20.0,2023013995171,50,400,122.6,1,40050,4,0,0,9999999,0,0,0,0,1,20.0,1,36,4,5,50,3,30,1,6820,0.0
